run_id,dataset,stage,trial_index,timestamp,status,n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,error,phenotype
20260924_114344_298bb1,Banknote,stage2,1,1790250238.7020028,ok,300,12,8,8,gini,0.9,,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 8, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,2,1790250239.0025585,ok,300,12,6,1,gini,0.9,,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_split': 6, 'min_samples_leaf': 1, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,3,1790250239.2533653,ok,300,15,15,1,gini,0.9,,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_split': 15, 'min_samples_leaf': 1, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,4,1790250239.5083587,ok,300,10,4,5,gini,1.0,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 4, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,5,1790250239.783185,ok,300,15,2,1,gini,1.0,,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 1, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,6,1790250240.0635254,ok,300,10,5,1,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,7,1790250240.3190436,ok,300,15,8,1,gini,1.0,,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_split': 8, 'min_samples_leaf': 1, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,8,1790250240.5660083,ok,300,12,15,5,gini,0.8,,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_split': 15, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,9,1790250240.8032866,ok,300,15,6,8,gini,1.0,,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_split': 6, 'min_samples_leaf': 8, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,10,1790250241.054417,ok,300,15,5,3,gini,0.7,,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_split': 5, 'min_samples_leaf': 3, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,11,1790250241.3327477,ok,300,10,2,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,12,1790250241.565242,ok,300,10,6,5,gini,1.0,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,13,1790250241.809089,ok,300,10,2,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,14,1790250242.0570626,ok,300,10,6,8,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 8, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,15,1790250242.308491,ok,300,10,2,10,gini,0.8,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 10, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,16,1790250242.5482194,ok,300,12,4,8,gini,0.7,,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 8, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,17,1790250242.7929995,ok,300,10,2,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,18,1790250243.031631,ok,300,15,2,3,gini,0.9,,"{'n_estimators': 300, 'max_depth': 15, 'min_samples_split': 2, 'min_samples_leaf': 3, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,19,1790250243.2866268,ok,300,10,6,8,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 8, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,20,1790250243.5380461,ok,300,10,6,5,gini,1.0,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,21,1790250243.7866404,ok,300,10,2,3,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 3, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,22,1790250244.013682,ok,300,10,6,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,23,1790250244.2621832,ok,300,10,6,5,gini,0.8,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,24,1790250244.5001292,ok,300,10,6,5,gini,0.8,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,25,1790250244.7594717,ok,300,10,6,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,26,1790250245.0036063,ok,300,10,6,5,gini,1.0,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,27,1790250245.2467778,ok,300,10,6,5,gini,0.8,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,28,1790250245.493275,ok,300,10,2,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,29,1790250245.7212377,ok,300,10,6,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,30,1790250245.9687078,ok,300,10,6,5,gini,0.8,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,31,1790250246.2186453,ok,300,10,6,5,gini,1.0,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,32,1790250246.469859,ok,300,12,8,3,gini,0.9,,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 3, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,33,1790250246.7107043,ok,300,10,6,3,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 3, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,34,1790250246.9618661,ok,300,10,6,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
20260924_114344_298bb1,Banknote,stage2,35,1790250247.2011633,ok,300,10,6,5,gini,0.9,,"{'n_estimators': 300, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 5, 'criterion': 'gini'}"
